"","gene","ESC","EpiLC","q.value.ESC.EpiLC"
"5857","Dydc1",0,0.0532345,1
"5858","Mat1a",0.00530673,0.212793,1
"5859","Sftpa1",0,0,1
"5860","Mbl1",0,0,1
"5861","Ang3,Ang5",0,0,1
"5862","Ear2,Ear3",0,0.0663381,1
"5863","BC061237",0.371064,0.097837,1
"5864","Ptger2",0.124428,0.0291426,1
"5865","Gpr137c",0.175709,0.131799,1
"5866","Psmc6",131.346,110.843,0.403124
"5867","Styx",8.76057,14.2908,0.135378
"5868","4930527F14Rik",0.0348794,0.0956012,1
"5869","Gm1821",199.934,135.703,0.019922
"5870","Gm15217",0.334634,0.143499,1
"5871","Cdkn3",9.9023,18.8376,0.00180283
"5872","Cgrrf1",1.34002,4.84788,0.000682861
"5873","Samd4",0.164583,0.331845,1
"5874","Socs4",9.16244,10.7329,0.552647
"5875","Mapk1ip1l",69.1666,72.3172,0.883299
"5876","Lgals3",46.6615,3.67891,0.000682861
"5877","Fbxo34",11.0296,13.7189,0.30438
"5878","Ktn1",49.818,67.8185,0.0599186
"5879","4930447J18Rik",0,0,1
"5880","Peli2",1.88019,1.74083,0.848448
"5881","Gm6498",1.12262,0.625303,0.566387
"5882","6720456H20Rik",0.592127,0.220924,0.00126911
"5883","Otx2os1",0.123172,0.312183,1
"5884","4933429O19Rik",0.0583365,0.0402137,1
"5885","Mudeng",7.28557,5.83737,0.670227
"5886","Naa30",13.4371,16.7777,0.260984
"5887","Olfr727",0,0,1
"5888","Tlr11",0,0,1
"5889","Olfr736",0,0,1
"5890","Olfr738",0,0,1
"5891","Olfr739",0,0,1
"5892","Olfr740",0,0,1
"5893","Olfr741",0,0,1
"5894","4930413M19Rik",0.0256924,0,1
"5895","Olfr742",0,0,1
"5896","Olfr743",0,0,1
"5897","Olfr744",0,0,1
"5898","Olfr745",0,0,1
"5899","Olfr746",0,0,1
"5900","Olfr748",0,0,1
"5901","Parp2",47.6527,39.0255,0.31958
"5902","Apex1",69.1107,21.4981,0.00494551
"5903","Pnp",12.9986,15.6595,0.420531
"5904","Pnp2",1.04754,1.62425,0.211196
"5905","Rnase10",0,0.0338279,1
"5906","Ang,Rnase4",2.11673,1.3127,0.113012
"5907","Eddm3b",0,0,1
"5908","Rnase6",0,0.066613,1
"5909","Ear5",0,0,1
"5910","Ear4",0.0392869,0,1
"5911","Vmn2r88",0.0770627,0.150968,1
"5912","Vmn2r89",0.00813595,0.0650594,1
"5913","Gm5622",0.759376,0.275003,0.0100356
"5914","AY358078",0.188399,0.218211,1
"5915","Ear6,Ear7",0.038446,0,1
"5916","Mettl17",16.9158,8.83414,0.000682861
"5917","Slc39a2",0.272187,0.366923,1
"5918","Tppp2",0,0.0478139,1
"5919","Arhgef40",0.98607,1.26543,0.867915
"5920","G630016D24Rik",5.57816,3.64214,0.782609
"5921","Snord58b",0,0,1
"5922","Rpgrip1",0.721396,0.546931,0.960082
"5923","Tox4",23.6314,24.4135,0.935672
"5924","Olfr1509",0,0,1
"5925","A430107P09Rik",4.28858,4.49702,0.910764
"5926","Abhd4",17.7052,28.0395,0.00725059
"5927","Oxa1l",37.5439,32.2495,0.650868
"5928","Mrpl52",162.698,87.841,0.00126911
"5929","Mmp14",5.02273,2.53962,0.00180283
"5930","Lrp10",10.8302,10.9249,0.982378
"5931","Rem2",0.206663,1.19786,0.000682861
"5932","Psmb11",0.645801,0.942517,0.207504
"5933","4930579G18Rik",6.59727,6.08157,0.971282
"5934","1700123O20Rik",26.2629,19.0913,0.684604
"5935","Bcl2l2",5.92674,7.57094,0.273397
"5936","Pabpn1",207.549,155.612,0.0978914
"5937","Il25",0.0774638,0.46681,1
"5938","Cmtm5",0.0381776,0.0678324,1
"5939","D830015G02Rik",0,0.112724,1
"5940","Ngdn",46.2958,29.189,0.00612784
"5941","Zfhx2as",20.5293,2.68947,0.000682861
"5942","Thtpa",8.72957,3.30615,0.00180283
"5943","Dhrs2",0.0798467,0.0113112,1
"5944","Dhrs4",13.0619,14.4702,0.749551
"5945","Lrrc16b",0.368003,0.480042,0.458355
"5946","Cpne6",0.00416417,0.0551395,1
"5947","Pck2",8.04174,5.84798,0.137938
"5948","Dcaf11",11.8826,11.9605,0.986005
"5949","Fitm1",0.483565,1.71565,0.00126911
"5950","Psme1",50.5698,132.584,0.000682861
"5951","Rnf31",18.2283,12.8455,0.0473469
"5952","Irf9",6.57967,3.9295,0.011364
"5953","Rec8",5.20946,12.1202,0.000682861
"5954","Tssk4",0.0520685,0.0233619,1
"5955","Gmpr2",15.2288,15.9206,0.904904
"5956","2610027L16Rik",28.0061,24.2251,0.513524
"5957","Ltb4r2",0.496674,0.560713,0.855066
"5958","Ltb4r1",0.442939,0.360036,1
"5959","Nfatc4",3.19225,6.8073,0.000682861
"5960","Nynrin",12.4495,1.71763,0.000682861
"5961","Khnyn",8.57732,22.5286,0.000682861
"5962","Cma2",0,0,1
"5963","Mcpt1",0,0,1
"5964","Mcpt2",0,0,1
"5965","Atp12a",0.295589,1.53351,0.000682861
"5966","Rnf17",22.453,17.9735,0.721404
"5967","Parp4",2.24587,3.96765,0.00180283
"5968","Mphosph8",44.4638,52.7618,0.435953
"5969","Zmym2",23.2729,30.6587,0.113012
"5970","B020004C17Rik",0.034118,0.0470143,1
"5971","Ift88",4.69632,5.74039,0.426996
"5972","Il17d",6.2381,4.04552,0.0949029
"5973","Sap18",179.462,184.003,0.945254
"5974","Mir3077",0,0,1
"5975","Mrp63",11.5236,11.0506,0.914059
"5976","Fgf9",0.141284,0.145244,1
"5977","Rcbtb1",32.7776,24.8384,0.121119
"5978","Cab39l",8.96696,11.4625,0.263234
"5979","Shisa2",4.98099,2.06134,0.000682861
"5980","Mtmr6",7.87338,10.1274,0.224675
"5981","Fam123a",0.0624605,0.0964116,1
"5982","Spata13",3.41251,5.65969,0.0068792
"5983","C1qtnf9",0.0651889,0.141785,1
"5984","Mipep",10.9295,16.7808,0.0174328
"5985","Sacs",2.78675,2.32481,0.564184
"5986","Arl11",0.0521047,0.017302,1
"5987","4930556J02Rik",0,0,1
"5988","Trim13",26.2464,25.9057,0.973662
"5989","Kcnrg",0.677489,0.952959,0.889364
"5990","Rnaseh2b",36.5926,32.119,0.603482
"5991","Fam124a",0.449619,0.301114,0.24165
"5992","Serpine3",0.188624,0.273807,1
"5993","4931440J10Rik",0.0678289,0.0962146,1
"5994","Wdfy2",5.6462,4.92869,0.667139
"5995","Defb47",0.293676,0.143763,1
"5996","Defb43",0,0,1
"5997","Defb42",0.287156,0.479836,1
"5998","2700070H01Rik",1.31658,1.19122,0.836731
"5999","Ctsb",28.3017,15.7917,0.0402493
"6000","Fam167a",0.313111,0.643546,0.0156878
"6001","Xkr6",0.477708,0.401623,0.737187
"6002","Mir598",0,0,1
"6003","Pinx1",15.0824,10.9649,0.15256
"6004","Sox7",0.427761,0.300726,0.351115
"6005","Rp1l1",0,0,1
"6006","Prss51",0,0,1
"6007","Prss52",0,0.0547763,1
"6008","A930011O12Rik,Mir124a-1,Mir3078",22.8771,9.76829,0.683587
"6009","Kif13b",17.1031,20.8694,0.310553
"6010","Ints9",28.3389,16.0407,0.000682861
"6011","Fbxo16",0.373043,1.42233,0.000682861
"6012","Zfp395",8.70255,13.3034,0.0110398
"6013","Gm600",0.167094,0.409069,1
"6014","Scara5",0.243892,0.96362,0.000682861
"6015","Pbk",28.2257,28.7326,0.963349
"6016","Ccdc25",23.9748,24.3115,0.969776
"6017","Clu",1.69948,5.33975,0.000682861
"6018","Chrna2",0.114082,0.134421,1
"6019","Trim35",14.9893,7.93707,0.000682861
"6020","Stmn4",0,0.0105588,1
"6021","Adra1a",0.0629182,0.00326764,1
"6022","Gm5464",0.244183,0.309707,1
"6023","Pnma2",3.58261,4.00464,0.713183
"6024","Ebf2",0.0183851,0.0907101,1
"6025","Kctd9",10.7782,13.5025,0.300037
"6026","Gnrh1",0.0628641,0.151069,1
"6027","Nefl",25.3139,15.747,0.00795595
"6028","A230070E04Rik",5.73615,0.901963,0.000682861
"6029","Stc1",0.175656,2.01071,0.000682861
"6030","Nkx2-6",0,0,1
"6031","Nkx3-1",0.223399,0.905799,0.000682861
"6032","Entpd4",9.57495,11.6968,0.382052
"6033","Loxl2",5.81129,11.2802,0.000682861
"6034","Tnfrsf10b",13.0975,25.6989,0.000682861
"6035","Pebp4",0.0834535,0.110158,1
"6036","Egr3",0.00900179,0.0280843,1
"6037","Bin3",7.1777,5.05619,0.625163
"6038","Mir320",0,0,1
"6039","Phyhip",1.71551,3.82381,0.000682861
"6040","Lgi3",0.0598766,0.0228992,1
"6041","Reep4",23.5751,20.3039,0.535534
"6042","Hr",0.761652,0.75004,0.976234
"6043","Nudt18",1.22372,2.12978,0.0159807
"6044","Dok2",1.44977,18.193,0.000682861
"6045","2410012E07Rik",0.0123464,0.00917321,1
"6046","Gfra2",0.416996,0.208792,0.0358188
"6047","Gm4251",0,0,1
"6048","4930434J06Rik",0,0,1
"6049","Gm9199",0.392238,0.499934,1
"6050","Rcbtb2",3.5932,21.1395,0.000682861
"6051","Lpar6",2.56004,2.3174,0.934193
"6052","Med4",40.2253,34.6151,0.523036
"6053","Sucla2",55.8053,35.0608,0.00230466
"6054","4933402J15Rik",0,0,1
"6055","Htr2a",0.00562429,0,1
"6056","Esd",31.7504,33.0433,0.907951
"6057","Gm4278",0.0496788,0.0480894,1
"6058","5031414D18Rik",0.0713575,0.169842,1
"6059","Lcp1",0.231944,0.145238,1
"6060","Cpb2",0.185981,0.0879875,1
"6061","Zc3h13",20.4989,14.9212,0.0653205
"6062","Siah3",0,0.0652221,1
"6063","4930564B18Rik",0,0,1
"6064","Tpt1",1440.14,1776.64,0.278219
"6065","Snora31",117.601,148.679,0.744537
"6066","Kctd4",0.17737,0.128498,1
"6067","Nufip1",17.9885,17.1238,0.876829
"6068","Tsc22d1",90.3204,32.7801,0.000682861
"6069","1700108F19Rik",0.160648,4.25433,0.018542
"6070","Ccdc122",0.216953,0.290746,1
"6071","Enox1",11.2677,5.87173,0.00126911
"6072","Epsti1",0,0.00785808,1
"6073","1300010F03Rik",7.84168,5.6216,0.125664
"6074","Mtrf1",5.78085,5.84475,0.980009
"6075","Kbtbd7",2.69208,2.8805,0.855716
"6076","Gm5465",1.00476,0.474639,0.00901637
"6077","Elf1",3.89184,5.24902,0.483317
"6078","Sugt1",74.7361,69.8108,0.808799
"6079","4930452G13Rik",0,0.012387,1
"6080","Mir759",0,0,1
"6081","Olfm4",0,0,1
"6082","Pcdh17",0.114128,0.0506726,1
"6083","4930529K09Rik",0,0,1
"6084","Tdrd3",5.07536,5.42,0.873629
"6085","Gm5088",3.03746,4.14509,0.174895
"6086","4930474H20Rik",0.0373371,0.0854556,1
"6087","4921530L21Rik",0,0,1
"6088","6720463M24Rik",17.5138,18.3183,0.892284
"6089","Pibf1",8.87268,4.96557,0.36474
"6090","Klf5",103.39,7.27554,0.000682861
"6091","Uchl3",58.4589,62.1584,0.846314
"6092","Lmo7",5.88912,2.38823,0.000682861
"6093","Irg1",0,0,1
"6094","Cln5",14.7805,8.95952,0.00573706
"6095","Scel",0.00717191,0,1
"6096","Slain1",2.4846,10.5391,0.000682861
"6097","D130009I18Rik",0.146568,0.191071,1
"6098","Ndfip2",9.17043,9.29434,0.973758
"6099","5430440P10Rik",1.10027,0.560101,0.137524
"6100","4930449E01Rik",0,0,1
"6101","Trim52",0.822361,1.12421,0.405175
"6102","Slitrk5",0.618624,0.265919,0.00534422
"6103","4930524C18Rik",0,0.00642364,1
"6104","Mir17",11.9568,52.8903,0.549139
"6105","Mir18",7.22962,11.4614,1
"6106","Mir19a",0,9.15847,1
"6107","Mir20a",4.84527,29.3082,0.489396
"6108","Mir17hg,Mir19b-1",32.672,31.9617,0.955041
"6109","Gpc5",0.0396659,0.092496,1
"6110","Gpc6",0.508381,0.310191,0.0928356
"6111","Gpr180",5.79959,5.22857,0.746584
"6112","Gm9376",0.666943,0.158307,0.300512
"6113","1700044C05Rik",0.0225401,0,1
"6114","Cldn10",0.0528582,0.122309,1
"6115","Dnajc3",10.9032,12.3112,0.625502
"6116","Hs6st3",0.159388,0.013697,1
"6117","1700006F04Rik",0,0,1
"6118","Mbnl2",7.16664,16.7088,0.000682861
"6119","Rap2a",5.15042,5.53306,0.827814
"6120","Ipo5",197.032,221.885,0.626993
"6121","Farp1",2.437,4.22858,0.00494551
"6122","Ubac2",22.883,14.8888,0.0123193
"6123","Timm8a2",4.87082,4.27953,0.762681
"6124","Tm9sf2",45.2088,33.7889,0.0993474
"6125","Clybl",19.5844,20.4449,0.910029
"6126","Zic2",21.0714,47.7144,0.000682861
"6127","Pcca",7.91023,12.1501,0.0247516
"6128","AA536875",0.263582,0.271026,1
"6129","Itgbl1",0.0264246,0.0108564,1
"6130","1700024B18Rik",0,0,1
"6131","Gm3383",0,0,1
"6132","Gm3383",0,0,1
"6133","Gm3383",0,0,1
"6134","Gm10406",0.612021,2.06386,0.000682861
"6135","Gm3696",0.250997,0.491562,0.0987172
"6136","Gm5797",0.122478,0.356115,1
"6137","Dnase1l3",0.0607383,0.0935401,1
"6138","Pdhb",116.203,101.391,0.530473
"6139","Acox2",0,0.00961917,1
"6140","Fam107a",0.194625,0.217564,1
"6141","Oit1",0.186528,0.100579,1
"6142","4930452B06Rik",8.82977,4.82898,0.000682861
"6143","Fhit",0.241811,0.495341,1
"6144","Fezf2",0.0226748,0.0750021,1
"6145","Cadps",0.123124,0.040667,1
"6146","Gm5087",0.0219631,0,1
"6147","Thoc7",35.5501,46.2286,0.213681
"6148","Psmd6",96.0052,78.805,0.32613
"6149","Olfr720",0,0,1
"6150","Lrrc3b",0.139709,1.41141,0.00126911
"6151","Oxsm",1.90395,2.28093,0.674423
"6152","Rarb",0.289653,0.11995,1
"6153","Nr1d2",6.22774,10.1453,0.00612784
"6154","Rpl15",653.821,469.052,0.0494434
"6155","Ube2e1",21.0803,49.7325,0.000682861
"6156","Ube2e2",1.83492,6.13076,0.000682861
"6157","Gm5458",0.154767,0.0831961,1
"6158","2700060E02Rik",206.925,159.353,0.55664
"6159","Gng2",12.9466,22.557,0.000682861
"6160","1810063B07Rik",3.69154,2.27703,0.0393537
"6161","Kcnk5",17.2906,19.9117,0.533471
"6162","Kcnk16",0,0.0845602,1
"6163","Ecd",32.7639,25.8504,0.2161
"6164","Dnajc9",47.2495,52.3765,0.68042
"6165","Mrps16",96.8467,93.9273,0.932979
"6166","Ttc18",0.229043,0.237128,1
"6167","Anxa7",48.0253,40.358,0.391731
"6168","Zmynd17",0.717376,2.36195,0.000682861
"6169","Ppp3cb",13.8477,21.7644,0.127671
"6170","Usp54",8.73154,9.03442,0.948485
"6171","Myoz1",0.0658521,0.101455,1
"6172","Synpo2l",0.296987,0.34696,0.754489
"6173","6230400D17Rik",1.17492,1.21148,0.990742
"6174","Ndst2",2.34726,2.11131,0.761158
"6175","Camk2g",8.88072,9.91016,0.688007
"6176","Ap3m1",17.8728,24.3885,0.0790827
"6177","Dupd1",0,0.0239608,1
"6178","Dusp13",0.112158,0.12296,1
"6179","Comtd1",6.13872,3.65072,0.723985
"6180","Zfp503",0.0948996,0.060467,1
"6181","4930405A10Rik",0,0,1
"6182","Gm10248",0,0,1
"6183","Kcnma1",0.0885171,0.139722,1
"6184","Dlg5",19.9996,10.1452,0.000682861
"6185","Polr3a",16.9095,13.128,0.183857
"6186","4930572O13Rik",0,0,1
"6187","Ppifos",2.71179,5.03321,0.378033
"6188","Zcchc24",7.24023,8.97125,0.320146
"6189","Plac9",0,0,1
"6190","D14Ertd449e",0,0,1
"6191","Plac9",0,0,1
"6192","D14Ertd449e",0,0,1
"6193","Plac9",0,0,1
"6194","D14Ertd449e",0,0,1
"6195","Slmap",28.9991,22.6095,0.171475
"6196","Pde12",12.5317,11.6311,0.798333
"6197","Appl1",14.4263,17.5044,0.33986
"6198","Ccdc66",8.00547,10.7665,0.639091
"6199","Cacna2d3",0.0221561,0.0252104,1
"6200","Il17rb",0.0804395,0.176646,1
"6201","Cacna1d",0.0317009,0.0751097,1
"6202","Prkcd",8.76768,11.4579,0.194823
"6203","Itih3",0,0.00773116,1
"6204","Itih1",0,0.0189983,1
"6205","Spcs1",32.5128,41.514,0.777473
"6206","Gnl3",131.727,127.931,0.937589
"6207","Snord69",892.932,654.978,0.847222
"6208","Snord19",766.037,1004.22,0.826452
"6209","2010107H07Rik",21.8171,24.2208,0.795132
"6210","Stab1",0.32989,0.757754,0.546167
"6211","Nisch",74.1758,68.3089,0.757599
"6212","Phf7",1.20823,2.79405,0.00126911
"6213","Dnahc1",0.107215,0.338248,1
"6214","Sh3bp5",0.392779,2.60748,0.000682861
"6215","Mettl6",22.9583,19.9807,0.581878
"6216","Colq",0.0353341,0.0853516,1
"6217","Hacl1",3.34546,4.82531,0.11776
"6218","Ankrd28",30.1845,25.615,0.436815
"6219","Dph3",9.66421,10.9497,0.650577
"6220","Timm23",198.688,156.558,0.198758
"6221","1700024G13Rik",0.079458,0.29023,1
"6222","Chat",0.0644606,0.147898,1
"6223","Slc18a3",0.0529256,0.0789988,1
"6224","3425401B19Rik",0.0105645,0.0858685,1
"6225","Wdfy4",0.0590756,0.124656,1
"6226","Mapk8",8.5002,10.3392,0.354669
"6227","Zfp488",22.6247,17.3198,0.15053
"6228","A630023A22Rik",0.0137583,0,1
"6229","Ppyr1",0.0392203,0.169938,1
"6230","Gprin2",0.552382,0.995993,0.0755153
"6231","Fam35a",5.78539,16.4293,0.000682861
"6232","Fam25c",162.547,34.3619,0.000682861
"6233","Sncg",6.56306,5.67132,0.717199
"6234","Bmpr1a",17.3712,25.5712,0.0218415
"6235","9230112D13Rik",0.0177515,0.040736,1
"6236","Ldb3",0.453294,1.93642,0.000682861
"6237","Opn4",0.0329537,0.0616829,1
"6238","4930596D02Rik",0,0,1
"6239","Gcap14",8.27903,6.99257,0.447196
"6240","Rgr",0,0,1
"6241","Cdhr1",4.72408,6.19971,0.233356
"6242","2610528A11Rik",0.1116,1.25408,0.162572
"6243","Ghitm",68.436,79.2247,0.49409
"6244","Nrg3",0.0509437,0.0532791,1
"6245","Sh2d4b",8.75907,0.0768448,0.0150891
"6246","Tspan14",31.4193,21.7475,0.0300504
"6247","5730469M10Rik",7.4529,9.90783,0.23399
"6248","Dydc2",0.0399405,0.274761,1
"6249","Sftpd",0.111119,0.171685,1
"6250","Gm10377",0,0,1
"6251","Gm10377",0,0,1
"6252","1700001F09Rik",0,0.050068,1
"6253","Gm10375",0,0,1
"6254","Ear1",0,0,1
"6255","Ear10",0,0,1
"6256","Ang6",0,0,1
"6257","4930503E14Rik",0.494839,0.209185,1
"6258","Gm8267",0.271044,0.131245,1
"6259","Ptgdr",0.0531086,0.0201512,1
"6260","4930431P03Rik",0.0617841,0.0712802,1
"6261","Txndc16",2.89053,3.84784,0.245949
"6262","Ero1l",27.0464,78.7932,0.000682861
"6263","Gnpnat1",36.9749,23.8789,0.0599186
"6264","Fermt2",55.9776,27.6043,0.000682861
"6265","Ddhd1",13.8579,3.99835,0.406376
"6266","Bmp4",19.093,3.06042,0.000682861
"6267","Cnih",44.1687,53.7253,0.345289
"6268","Gmfb",26.1119,38.1086,0.0226743
"6269","Gch1",0.589017,1.16155,0.0305528
"6270","Wdhd1",32.8061,36.5555,0.649971
"6271","Dlgap5",54.4188,67.5694,0.255762
"6272","Atg14",19.5699,12.2386,0.0068792
"6273","Otx2",6.23159,100.828,0.000682861
"6274","Exoc5",10.0206,10.8138,0.842695
"6275","1700011H14Rik",0,0,1
"6276","Slc35f4",0.085164,0.0158296,1
"6277","3632451O06Rik",8.23157,9.69354,0.533615
"6278","Olfr722",0,0,1
"6279","Olfr723",0,0,1
"6280","Olfr724",0,0,1
"6281","Olfr725",0,0,1
"6282","Olfr726",0,0,1
"6283","Olfr728",0,0,1
"6284","Olfr729",0,0,1
"6285","Olfr730",0,0,1
"6286","Olfr731",0,0,1
"6287","Olfr732",0,0,1
"6288","Olfr733",0,0,1
"6289","Olfr734",0,0,1
"6290","Olfr735",0,0,1
"6291","Olfr747",0,0,1
"6292","Olfr749",0,0,1
"6293","Ttc5",29.0277,34.7624,0.408392
"6294","Ccnb1ip1",19.4962,16.457,0.522341
"6295","Rpph1",20.425,21.6389,0.915547
"6296","Tep1",3.35698,4.88239,0.0411581
"6297","Klhl33",0.0111244,0.0241103,1
"6298","Osgep",39.2,36.7479,0.833308
"6299","Tmem55b",61.572,49.0231,0.410196
"6300","Rnase9",0,0.0346141,1
"6301","Rnase11",0,0,1
"6302","Rnase12",0.456032,0.188164,1
"6303","Olfr750",0.0109938,0,1
"6304","Rnase1",0,0,1
"6305","Ang2",0.109349,0,1
"6306","Ear11",0,0,1
"6307","4930597G03Rik",0.0917409,0.0680071,1
"6308","Gm5800",0,0,1
"6309","Ang4",0,0,1
"6310","Ndrg2",19.4143,30.1738,0.011364
"6311","Rnase13",0,0,1
"6312","Gm16617",0.39374,0.633996,0.903089
"6313","Zfp219",43.8663,36.6854,0.428355
"6314","Olfr221",0.171866,0.256158,1
"6315","Hnrnpc",272.493,231.896,0.443436
"6316","Supt16h",150.162,130.306,0.521451
"6317","Chd8",30.8109,33.5507,0.946265
"6318","Snord8",32.0515,32.1348,0.631008
"6319","Rab2b",7.14365,6.30372,0.911099
"6320","Mettl3",18.2881,16.7777,0.913266
"6321","Sall2",1.89065,16.9109,0.000682861
"6322","Olfr1513",0,0.0146973,1
"6323","Olfr1512",0,0.0208905,1
"6324","Olfr1511",0,0,1
"6325","Olfr1510",0,0,1
"6326","Olfr1508",0,0,1
"6327","Olfr1507",0,0,1
"6328","Dad1",126.77,97.6789,0.176954
"6329","Olfr49",0,0,1
"6330","Slc7a7",13.9377,25.3818,0.21798
"6331","Prmt5",119.33,74.9845,0.00180283
"6332","Haus4",25.5733,11.9665,0.000682861
"6333","Jub",34.3165,40.7801,0.404598
"6334","4931414P19Rik",2.98019,2.77219,0.858023
"6335","Psmb5",543.253,748.018,0.867879
"6336","Cdh24",2.87003,3.39944,0.584678
"6337","Acin1",100.975,77.6734,0.222175
"6338","Cebpe",0.0803924,0.294938,1
"6339","Slc7a8",0.326344,0.850406,0.000682861
"6340","Homez",1.23777,1.60358,0.343436
"6341","Ppp1r3e",0.281437,0.512421,1
"6342","Slc22a17",2.53345,4.68394,0.00411009
"6343","Efs",3.53402,16.4206,0.000682861
"6344","Myh6",0.223977,1.5634,0.000682861
"6345","Mir208a",0,0,1
"6346","Myh7",0.102515,0.425756,0.000682861
"6347","Mir208b",0,0,1
"6348","Zfhx2",15.5212,2.00441,0.000682861
"6349","Ap1g2",11.7306,7.08498,0.0332026
"6350","Jph4",0.408573,4.04702,0.000682861
"6351","Nrl",0.120608,0.0349448,1
"6352","Fam158a",3.71306,2.15228,0.789328
"6353","Psme2",39.5675,168.761,0.000682861
"6354","Ipo4",45.0308,32.2993,0.0558989
"6355","Tm9sf1",11.4177,8.6582,0.196975
"6356","Mdp1",18.7747,14.6065,0.235513
"6357","Nedd8",197.788,157.52,0.256238
"6358","Tinf2",27.8559,22.2109,0.279072
"6359","Tgm1",23.3186,0.934439,0.000682861
"6360","Rabggta",18.4813,15.9219,0.535701
"6361","Dhrs1",17.3899,9.72189,0.00180283
"6362","Cideb",1.82807,2.22095,0.936375
"6363","Adcy4",0.0742931,0,1
"6364","Ripk3",8.92035,1.18426,0.000682861
"6365","Cbln3",0.950472,1.39279,0.13966
"6366","Sdr39u1",10.0552,17.445,0.00534422
"6367","Cma1",0,0,1
"6368","Mcpt-ps1",0,0,1
"6369","Gm5801",2.84999,2.59379,0.842636
"6370","Mcpt9",0.028696,0.0442396,1
"6371","Mcpt4",0,0,1
"6372","Mcpt8",0,0,1
"6373","Ctsg",0.0127805,0.0852391,1
"6374","Gzme",0,0,1
"6375","Gzmd",0,0,1
"6376","Gzmg",0,0,1
"6377","Gzmn",0,0,1
"6378","Gzmf",0.0220299,0,1
"6379","Gzmc",0,0,1
"6380","Gzmb",0,0,1
"6381","Cenpj",4.56384,6.24496,0.123047
"6382","Gm16973",7.67549,9.89869,0.766261
"6383","Pspc1",41.9208,57.3142,0.0647516
"6384","Zmym5",7.00624,7.25357,0.924667
"6385","Gja3",0.0712535,0.0279455,1
"6386","Gjb2",0.0472233,0.0753919,1
"6387","Gjb6",0,0.0198556,1
"6388","Cryl1",3.26787,5.89017,0.0138802
"6389","N6amt2",21.79,59.694,0.000682861
"6390","Xpo4",42.6787,49.8626,0.46704
"6391","Lats2",2.35247,2.49603,0.931225
"6392","F630043A04Rik",23.671,21.0547,0.655422
"6393","Zdhhc20",11.9742,14.4595,0.381734
"6394","Efha1",4.60945,9.71958,0.000682861
"6395","1700129C05Rik",0,0,1
"6396","Gm5142",0.0723497,0.0338117,1
"6397","Gm6904",1.34847,0.304715,0.00230466
"6398","Phf11",2.07733,0.229182,0.000682861
"6399","Gm4902",0.0773869,0,1
"6400","D14Ertd668e",23.0031,2.53414,0.000682861
"6401","Gm6907",1.11329,0.470119,0.00901637
"6402","Setdb2",7.054,4.15139,0.00534422
"6403","Cdadc1",8.26308,5.94495,0.141942
"6404","Atp8a2",0.0772042,0.224573,1
"6405","Nupl1",219.125,190.539,0.967029
"6406","Tnfrsf19",6.75732,4.02059,0.00277728
"6407","Sgcg",0.0617219,0.125994,1
"6408","1700109G14Rik",0.0261335,0,1
"6409","Ebpl",8.52345,10.3651,0.430941
"6410","Kpna3",54.3372,62.1673,0.541324
"6411","6330409N04Rik",6.22946,20.3133,0.000682861
"6412","Dleu2",0.548782,0.704797,0.921864
"6413","Mir16-1",5.34243,12.5992,1
"6414","Mir15a",7.84919,11.2602,1
"6415","Mir1196",11.4183,38.552,0.247818
"6416","Dleu7",1.18501,2.26997,0.0498561
"6417","Gucy1b2",0.0104378,0,1
"6418","Ints6",20.5311,18.4234,0.657866
"6419","Defb48",0,0.185116,1
"6420","Defb30",0.0383415,0.0727656,1
"6421","Fdft1",36.2113,68.5281,0.00534422
"6422","Neil2",3.34035,8.72316,0.000682861
"6423","Gata4",0.943212,0.281325,0.000682861
"6424","Blk",0.00685164,0,1
"6425","Tdh",343.949,16.9412,0.000682861
"6426","Mtmr9",23.1553,22.5846,0.942962
"6427","4930578I06Rik",0,0,1
"6428","Prss55",0,0.0427015,1
"6429","4930471C04Rik",0,0,1
"6430","Msra",4.69282,2.94333,0.0630503
"6431","Hmbox1",7.10883,6.14717,0.587717
"6432","Extl3",11.4483,11.1371,0.935329
"6433","Fzd3",0.706224,1.78699,0.000682861
"6434","Pnoc",0.214058,0.551644,0.0116912
"6435","Elp3",52.4794,57.1139,0.7436
"6436","Esco2",44.3247,51.744,0.491163
"6437","Scara3",0.0335889,0.112357,1
"6438","Gulo",0.817374,3.13705,0.000682861
"6439","Adam2",0.0238841,0.27708,1
"6440","Ephx2",34.412,5.49535,0.000682861
"6441","Ptk2b",2.34796,6.60028,0.000682861
"6442","1700001G11Rik",0.181174,0.435996,1
"6443","Dpysl2",1.57659,1.23623,0.420659
"6444","Bnip3l",38.9436,63.4468,0.00277728
"6445","Ppp2r2a",44.6779,44.7449,0.995722
"6446","Gm6878",0.0145977,0.00598854,1
"6447","4930438E09Rik",0,0,1
"6448","Cdca2",38.982,37.8938,0.931456
"6449","Dock5",8.46587,11.5738,0.0672814
"6450","Nefm",6.74044,1.22085,0.000682861
"6451","Adam7",0.0141593,0.00682467,1
"6452","Adamdec1",0,0.0784886,1
"6453","Adam28",0.421076,0.497073,0.712904
"6454","1700092C10Rik",0,0.0268902,1
"6455","Slc25a37",5.22684,6.46279,0.363609
"6456","Synb",0.0281173,0.0277216,1
"6457","Gm16677",0.0320569,0.177193,1
"6458","R3hcc1",18.8061,11.2534,0.00534422
